,Country,Gender Inequality Index,IDCNTRY,IDSCHOOL,IDCLASS,IDSTUD,sex of student,how often student speak the language of the test at home,amount of books at home,computer or tablet at home,study desk at home,own room at home,internet connection at home,highest level of education of 1st parent/guardian,highest level of education of 2nd parent/guardian,how far in education student is expected to go,how often student is absent from school,how often student is tired,how often student is hungry,work on your own math,economic disadvantage,immediate area of school location,instructional days per year,total instructional time minutes,instructional days in 1 calender week,total number computers,existing science laboratory,books with different titles,access to digital learning resources,minutes spent on math homework,extra math lessons in last 12 months,math,science,math_interest,math_perception,math_benefit,science_interest,science_perception,science_benefit,belong,bully,shortage,school_support,school_problem,teacher_support,parents_support,student_motivation,grade_4,grade_8,Human Development Index (HDI),Life expectancy at birth,Expected years of schooling,Mean years of schooling,Gross national income (GNI) per capita,HDI rank,Gender Development Index,GDI Group,HDI Female,HDI Male,Life expectancy at birth Female,Life expectancy at birth Male,Expected years of schooling Female,Expected years of schooling Male,Mean years of schooling Female,Mean years of schooling Male,Estimated  gross national income per capita,GNI Male,Maternal mortality ratio,Adolescent birth rate,Share of seats in parliament held by women,Share at least some secondary education Female,Share at least some secondary education Male,Labour force participation rate Female,Labour force participation rate Male,Youth literacy rate Female,Youth literacy rate Male,Population with at least some secondary education,Pre-primary,Primary,Secondary,Tertiary,Primary school dropout rate,Lower secondary retention,Government expenditure on education,Exports and imports,Stock of immigrants,International student mobility,International inbound tourists,Share of internet users,Share of female internet users,Lost health expectancy,"Physicians per 10,000 people","Hospital beds per 10,000 people","Pupil–teacher ratio, primary school",Primary schools with access to the Internet,Secondary schools with access to the Internet,PISA Reading,PISA Math,PISA Science,Share of vulnerable employment,Share of rural population with access to electricity,Share of population with safe drinking water,Share of population with sanitation services
13740,Ireland,0.09300000000000001,372.0,5126.0,512605.0,51260522.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,167.0,240.0,3.0,24.0,1.0,1.0,1.0,1.0,3.0,424.94346,413.58427,-1.1276772125882963,-2.9240689476311164,1.3564969816427273,7.104583277616844,5.438016119439938,7.061821935876372,1.5139259462430918,-0.4078690114700932,0.4317760650927635,1.311759804018407,-0.0023935623536253,-0.6845781299232149,-1.2541961807934838,-2.1126530645427315,yes,yes,0.955,82.31,18.70529,12.6663305,68370.58737000001,3.0,0.9810242976135434,1.0,0.9430427884882876,0.9612838242460964,83.90899999999998,80.667,18.79073,18.62423,12.89739912,12.42200863,55540.14540196465,81400.50775398177,5.0,7.515,24.31192661,81.92398,79.94372604,55.973,68.365,No Information,No Information,81.11964622,163.43983,100.85278000000001,125.30712,77.78062,No Information,99.41767,3.71973,239.2151,17.07250084,2.23969,10926.0,84.5223,85.7,14.2244111170982,33.125,29.7,16.06046,No Information,No Information,518.0784592,499.632894,496.1135617,10.61,100.0,97.0,82.0
47225,"United Arab Emirates, Abu Dhabi",0.079,7842.0,5570.0,557004.0,55700423.0,2.0,1.0,5.0,1.0,1.0,2.0,1.0,7.0,8.0,6.0,5.0,3.0,4.0,4.0,1.0,3.0,190.0,360.0,3.0,180.0,1.0,2.0,1.0,3.0,2.5,497.84145,498.17645,-3.6714526154934313,-2.9460237274072005,-2.6573282719046976,-2.7531361487355084,-2.3462600245164715,-2.754360874210896,-1.6718477771001965,-0.4520811652346327,-3.6474912215588073,-2.297424519477267,-2.608565640617784,0.0483682771119306,-1.7932288891559751,-0.642931416392467,yes,yes,0.89,77.97,14.3441,12.11122,67462.0953,30.0,0.9306258727041724,3.0,0.8424034774782221,0.9052010073934464,79.314,77.291,14.81044081,14.11443511,11.6769,12.42786,28577.657802941496,84722.52253829598,3.0,6.546,50.0,76.02257,81.02851,52.39100000000001,93.389,99.11,99.64,78.91768,77.97611,108.39706000000001,104.94793,No Information,8.04099,96.76002,No Information,160.9361,87.88936607,27.741740000000004,21286.0,98.45,98.8,12.883067300255648,25.278,13.8,24.522779999999997,100.0,100.0,431.78176950000005,434.9472518999999,433.6368028,0.932,100.0,No Information,96.0
621,Australia,0.09699999999999999,36.0,5030.0,503007.0,50300722.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,6.0,5.0,6.0,4.0,3.0,4.0,1.0,3.0,2.0,199.0,300.0,3.0,268.0,1.0,2.0,1.0,3.0,1.0,604.2200799999998,640.53034,1.5645610719186605,1.6139091523787603,1.0798668697786684,0.5327703267152762,0.6230511480239238,-0.2619118134244155,1.0144869428739722,-1.7077153476585287,-3.2146239461353665,-1.2889091956485743,-0.8894597957494396,-0.6845781299232149,-0.7696192308523192,-0.642931416392467,yes,yes,0.944,83.44,21.95433,12.72469119,48084.84207,7.0,0.9762035605125556,1.0,0.931810956161772,0.9545252587201428,85.40299999999998,81.492,22.43083,21.48273,12.79604116,12.65123522,39286.574173284265,56953.61353311732,6.0,11.715,36.56387665,91.02507,90.94452,60.3,70.855,No Information,No Information,90.98537,164.55399,100.33898,150.31148000000005,113.14216,No Information,No Information,5.27163,45.68621,29.95361938,20.71761,9246.0,86.545,86.1214,15.186592894658599,36.778,38.4,No Information,100.0,100.0,502.6317243,491.36002520000005,502.96456280000007,10.634,100.0,No Information,76.0
42481,United States,0.204,840.0,5221.0,522101.0,52210108.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,8.0,9.0,6.0,5.0,3.0,4.0,2.0,2.0,2.0,180.0,405.0,3.0,120.0,1.0,1.0,1.0,2.0,3.0,508.37125,533.4052,-3.6714526154934313,-3.922052127491412,5.375259019552352,3.429056825075293,0.9302023361561084,4.550795095706032,-1.61619551385045,-1.9881312126194863,-3.1124712559034697,0.2673111486479548,-1.2556823041664429,-0.6845781299232149,-1.2541961807934838,-1.341642573913723,yes,yes,0.926,78.86,16.310389999999998,13.41344,63825.65748,17.0,0.993544801844942,1.0,0.9217149522350424,0.92770346191081,81.405,76.34100000000002,16.92108,15.71635,13.46054,13.362570000000002,50590.34292927701,77338.34193711884,19.0,19.86,23.72881356,96.07597,95.97922,56.12600000000001,68.186,No Information,No Information,96.02937,72.93408000000001,101.82144,98.95234,88.16739,No Information,No Information,4.96174,26.38873,15.39548775,4.72445,79745.92,87.2661,74.8821,17.105908282209004,26.12,28.7,14.19857,No Information,No Information,505.3527705,478.2447174,502.3800319,3.837,100.0,99.0,90.0
1038,Australia,0.09699999999999999,36.0,5049.0,504907.0,50490727.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,8.0,8.0,2.0,5.0,4.0,4.0,1.0,1.0,1.0,200.0,300.0,3.0,100.0,1.0,2.0,1.0,2.0,3.0,589.19259,534.47431,-0.9885576461964216,0.9822111762182854,-2.378482057620108,0.7609286588422979,2.497701996607628,-2.4475198426524627,0.0198112909826333,-1.9881312126194863,-3.6737923493805376,-1.2898677264295697,-1.618725196699487,-2.765230253459522,-3.3577236341468724,-2.879560258251108,yes,yes,0.944,83.44,21.95433,12.72469119,48084.84207,7.0,0.9762035605125556,1.0,0.931810956161772,0.9545252587201428,85.40299999999998,81.492,22.43083,21.48273,12.79604116,12.65123522,39286.574173284265,56953.61353311732,6.0,11.715,36.56387665,91.02507,90.94452,60.3,70.855,No Information,No Information,90.98537,164.55399,100.33898,150.31148000000005,113.14216,No Information,No Information,5.27163,45.68621,29.95361938,20.71761,9246.0,86.545,86.1214,15.186592894658599,36.778,38.4,No Information,100.0,100.0,502.6317243,491.36002520000005,502.96456280000007,10.634,100.0,No Information,76.0
26065,Norway,0.045,578.0,5147.0,514704.0,51470409.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,6.0,7.0,6.0,5.0,3.0,4.0,1.0,2.0,2.0,199.0,275.0,3.0,330.0,1.0,2.0,1.0,5.0,No Information,507.9206,460.26398,-0.1259502802653789,1.3651809550069065,-2.378482057620108,-0.0474055941031899,-0.1079785161735905,-0.5687599207848861,-2.132784486687185,-1.7190437331763109,-1.2566132499340017,3.37334885242887,0.2650597766374527,0.0483682771119306,0.3161639095960724,0.1280790742365408,yes,yes,0.957,82.4,18.06615,12.89775,66494.25217,1.0,0.9899386579617452,1.0,0.9489563520145096,0.9586011662261812,84.37700000000002,80.447,18.75945,17.41359,12.977,12.81661,58548.43907513327,74279.89501600878,2.0,5.141,40.82840237,95.3928,94.8599762,60.37,67.192,No Information,No Information,94.92075574,95.36525,100.26021,116.87442,81.99235,0.8978,98.7565,7.9761,72.1465,16.13288846,-3.07912,5688.0,96.4917,97.0,14.555448508578761,29.164,35.3,8.59418,100.0,100.0,499.4509563,500.9637885,490.4131494,4.9060000000000015,100.0,98.0,76.0
17554,Jordan,0.45,400.0,5176.0,517601.0,51760101.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,6.0,4.0,3.0,4.0,1.0,3.0,4.0,191.0,300.0,3.0,18.0,1.0,1.0,1.0,2.0,3.0,448.97053,552.87395,-3.6714526154934313,-2.9460237274072005,-2.6573282719046976,-2.7531361487355084,-1.9590170678356813,-1.6867680215459615,-2.132784486687185,-0.8004298486599465,5.8239642617992144,0.7968135911991578,-2.608565640617784,0.7014638002506738,-0.1742783857437513,0.894986267944918,no,yes,0.7290000000000001,74.53,11.3787006,10.517999999999999,9858.487276,103.0,0.8748292952354352,5.0,0.6635184666549147,0.7584547868579866,76.306,72.839,11.63216428,11.12515586,10.31,10.725999999999999,3323.645828667253,16233.916224885066,46.0,25.877,15.38461538,82.15009517,86.05994058,14.386,63.742,99.49391,99.19612,84.15676617,27.13668,81.4589,63.116530000000004,34.41532,4.10297,86.4684,3.58851,87.61716,33.13011659,5.19964,4150.0,66.7903,No Information,13.115081705224009,23.237,14.7,18.53699,12.7,73.6,419.0636608,399.7619093,429.2520738,9.202,98.89148,94.0,81.0
34308,Turkey,0.306,792.0,5102.0,510209.0,51020903.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,5.0,3.0,2.0,1.0,4.0,1.0,180.0,280.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,438.00956,441.66108,-3.6714526154934313,-3.1966524679885957,-0.8818098164818279,-2.7531361487355084,-1.1479280691667384,0.9075036253562624,0.5864392552049777,-1.9881312126194863,5.295002726733835,1.8574941685071784,-0.7271658905131316,1.4759248775094955,2.9178513820126946,0.894986267944918,yes,yes,0.82,77.69,16.60266555,8.106819999999999,27700.89481,54.0,0.9239286215250176,4.0,0.7835054024993082,0.8480150784874163,80.563,74.72399999999999,16.01757436,17.06999044,7.27688,8.95451,17853.9719729508,37806.629200268835,17.0,26.559,17.44966443,50.15919,72.23768638,34.013000000000005,72.586,99.58643,99.90791,60.34626,32.73927,93.15498000000001,105.99226999999999,No Information,0.0848,94.64766,No Information,61.3945,7.044056238,0.8592700000000001,45768.0,71.0428,63.9338,13.498456691325645,18.492,28.5,16.97782,No Information,No Information,465.6316657,453.5077774,468.29961799999995,27.043000000000003,100.0,No Information,65.0
17323,Jordan,0.45,400.0,5149.0,514901.0,51490133.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,7.0,7.0,6.0,4.0,1.0,3.0,1.0,4.0,4.0,189.0,315.0,3.0,32.0,1.0,2.0,2.0,3.0,3.0,470.96005,476.11468,-2.641515841744842,-0.9260395212056134,1.910629659868819,-2.201212267110215,-3.382926249056993,-2.754360874210896,0.4807480005696219,3.0547873173058964,-0.1571304951033197,-1.7815197758770218,-1.8789878096849555,-2.11213473032078,0.8493312725599045,0.894986267944918,no,yes,0.7290000000000001,74.53,11.3787006,10.517999999999999,9858.487276,103.0,0.8748292952354352,5.0,0.6635184666549147,0.7584547868579866,76.306,72.839,11.63216428,11.12515586,10.31,10.725999999999999,3323.645828667253,16233.916224885066,46.0,25.877,15.38461538,82.15009517,86.05994058,14.386,63.742,99.49391,99.19612,84.15676617,27.13668,81.4589,63.116530000000004,34.41532,4.10297,86.4684,3.58851,87.61716,33.13011659,5.19964,4150.0,66.7903,No Information,13.115081705224009,23.237,14.7,18.53699,12.7,73.6,419.0636608,399.7619093,429.2520738,9.202,98.89148,94.0,81.0
34843,Turkey,0.306,792.0,5149.0,514904.0,51490431.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,5.0,3.0,1.0,4.0,4.0,1.0,180.0,280.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,385.6476,480.09345,1.7700116484932866,0.7930556499215821,2.6876475412433134,-1.97575354773202,1.3142666303072188,0.5449349825773497,-0.7499743579262192,0.2457994137303567,5.2938695995040925,-0.2189324687968873,10.116829154078669,-0.6204927249589661,-0.1684130403450922,-1.4139419070214752,yes,yes,0.82,77.69,16.60266555,8.106819999999999,27700.89481,54.0,0.9239286215250176,4.0,0.7835054024993082,0.8480150784874163,80.563,74.72399999999999,16.01757436,17.06999044,7.27688,8.95451,17853.9719729508,37806.629200268835,17.0,26.559,17.44966443,50.15919,72.23768638,34.013000000000005,72.586,99.58643,99.90791,60.34626,32.73927,93.15498000000001,105.99226999999999,No Information,0.0848,94.64766,No Information,61.3945,7.044056238,0.8592700000000001,45768.0,71.0428,63.9338,13.498456691325645,18.492,28.5,16.97782,No Information,No Information,465.6316657,453.5077774,468.29961799999995,27.043000000000003,100.0,No Information,65.0
389,Australia,0.09699999999999999,36.0,5019.0,501912.0,50191203.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,5.0,6.0,5.0,4.0,3.0,2.0,2.0,1.0,1.0,200.0,300.0,3.0,300.0,1.0,2.0,1.0,4.0,1.0,546.4932200000002,485.26868,-1.6708741904485862,0.04836864125461,-2.6573282719046976,-0.1874046584803991,-0.4299216274321513,0.4821607400822405,-1.1552588042634615,-1.9881312126194863,0.4701181747585459,-2.297424519477267,-0.8894597957494396,-2.0963692513886265,-1.787363543757316,-2.879560258251108,yes,yes,0.944,83.44,21.95433,12.72469119,48084.84207,7.0,0.9762035605125556,1.0,0.931810956161772,0.9545252587201428,85.40299999999998,81.492,22.43083,21.48273,12.79604116,12.65123522,39286.574173284265,56953.61353311732,6.0,11.715,36.56387665,91.02507,90.94452,60.3,70.855,No Information,No Information,90.98537,164.55399,100.33898,150.31148000000005,113.14216,No Information,No Information,5.27163,45.68621,29.95361938,20.71761,9246.0,86.545,86.1214,15.186592894658599,36.778,38.4,No Information,100.0,100.0,502.6317243,491.36002520000005,502.96456280000007,10.634,100.0,No Information,76.0
46184,"United Arab Emirates, Abu Dhabi",0.079,7842.0,5401.0,540104.0,54010436.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,3.0,3.0,4.0,1.0,1.0,1.0,183.0,365.0,3.0,47.0,1.0,2.0,1.0,1.0,3.0,604.5975599999998,645.28508,-3.6714526154934313,-3.922052127491412,-1.1490058631183118,3.0985018169703835,0.635651125627256,3.727954086410023,-2.132784486687185,-1.9881312126194863,-4.261632585875486,-0.7030764783148146,-2.303760414127946,-0.0257008402116873,-1.3027865938161518,-0.642931416392467,yes,yes,0.89,77.97,14.3441,12.11122,67462.0953,30.0,0.9306258727041724,3.0,0.8424034774782221,0.9052010073934464,79.314,77.291,14.81044081,14.11443511,11.6769,12.42786,28577.657802941496,84722.52253829598,3.0,6.546,50.0,76.02257,81.02851,52.39100000000001,93.389,99.11,99.64,78.91768,77.97611,108.39706000000001,104.94793,No Information,8.04099,96.76002,No Information,160.9361,87.88936607,27.741740000000004,21286.0,98.45,98.8,12.883067300255648,25.278,13.8,24.522779999999997,100.0,100.0,431.78176950000005,434.9472518999999,433.6368028,0.932,100.0,No Information,96.0
4592,Australia,0.09699999999999999,36.0,5239.0,523901.0,52390127.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,6.0,4.0,5.0,5.0,2.0,1.0,2.0,1.0,2.0,200.0,280.0,3.0,209.0,1.0,1.0,1.0,4.0,3.0,575.1948,631.36633,-0.6799938986509387,1.2991991377084289,-2.378482057620108,-1.2982539158183004,0.2405941755692137,-1.7158477706498818,0.9973369734063569,2.6269283198498843,-0.4087938720915204,1.837820415146591,0.3268065128554066,0.7813146841470762,-0.7696192308523192,0.1280790742365408,yes,yes,0.944,83.44,21.95433,12.72469119,48084.84207,7.0,0.9762035605125556,1.0,0.931810956161772,0.9545252587201428,85.40299999999998,81.492,22.43083,21.48273,12.79604116,12.65123522,39286.574173284265,56953.61353311732,6.0,11.715,36.56387665,91.02507,90.94452,60.3,70.855,No Information,No Information,90.98537,164.55399,100.33898,150.31148000000005,113.14216,No Information,No Information,5.27163,45.68621,29.95361938,20.71761,9246.0,86.545,86.1214,15.186592894658599,36.778,38.4,No Information,100.0,100.0,502.6317243,491.36002520000005,502.96456280000007,10.634,100.0,No Information,76.0
32633,Singapore,0.065,702.0,5121.0,512110.0,51211019.0,1.0,3.0,4.0,1.0,1.0,2.0,1.0,8.0,8.0,5.0,5.0,2.0,3.0,1.0,1.0,1.0,186.0,330.0,3.0,160.0,1.0,2.0,1.0,3.0,3.0,719.88982,654.16128,-2.048086361449866,-3.5671657545525184,0.2983208686654394,-0.2295085561921419,1.3561155577748834,-0.6349434181318634,-2.132784486687185,-1.6267089981800231,-4.109885338533904,-2.297424519477267,1.1751452435500245,0.0483682771119306,-0.7696192308523192,-0.642931416392467,yes,yes,0.938,83.62,16.44088,11.62461,88155.21431,12.0,0.98523725750483,1.0,0.9308035314585692,0.9447506419071916,85.728,81.52600000000002,16.65767,16.28347,11.17682,12.1125,71387.27614451066,103421.3856924149,8.0,3.53,23.0,78.09105,85.05447,61.97,78.298,99.94237,99.91742,81.42356,No Information,100.62695,107.5746,84.79290999999999,0.85961,98.98744,2.85435,319.1484,37.13866028,10.5088,14673.0,88.1656,87.5644,12.22312632124014,22.936,24.9,14.69428,No Information,No Information,549.4647077999999,569.0077799,550.9369001,9.666,100.0,100.0,100.0
29864,Saudi Arabia,0.252,682.0,5194.0,519405.0,51940506.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,6.0,2.0,3.0,3.0,1.0,3.0,1.0,240.0,420.0,3.0,25.0,1.0,1.0,2.0,3.0,3.0,374.72171,468.64784,-1.2616466978292964,0.3417014023907561,0.1058205102103526,-2.7531361487355084,-3.382926249056993,-2.754360874210896,-1.059896904933424,-1.9881312126194863,1.8858119344577384,0.7883610721204372,0.3519057567665142,0.7172292791828274,0.7385673773925014,1.5936974254661742,yes,yes,0.8540000000000001,75.13,16.13575,10.22517,47495.42697,40.0,0.8960899029569535,5.0,0.791461274258187,0.8832386925089674,76.759,73.935,16.01491,16.23254,9.75244,10.522,16511.711975393882,70180.9119858063,17.0,7.324,19.86754967,64.78652,72.38120855,22.115,78.372,99.28044,99.32152,68.84821,21.23175,99.7699,110.08628,68.03989,30.43672,80.94371,No Information,62.16307,38.29268068,-0.35493,15334.0,93.31,91.4001,13.476336401796596,26.117,22.4,13.81495,100.0,100.0,399.1516582,373.23880560000003,386.24614489999993,3.016,100.0,No Information,78.0
22600,Malaysia,0.253,458.0,5188.0,518805.0,51880527.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,5.0,2.0,3.0,1.0,4.0,4.0,194.0,270.0,3.0,21.0,1.0,1.0,2.0,6.0,3.0,487.64102,547.99549,-0.8489045770032619,3.553175469338365,-2.035463460983148,0.687873109188554,2.0742208977036194,-1.999274506154309,1.4026214197435996,1.3670991936468806,2.637005534154022,-0.0810471773089222,3.6398542539713112,0.7172292791828274,1.3397735678997285,2.2924085829874308,no,yes,0.81,76.16,13.67864,10.37283,27534.098560000002,63.0,0.9717958908380916,2.0,0.7974923874389309,0.8206377439517278,78.317,74.234,14.03851,13.339789999999999,10.273430000000001,10.470289999999999,20824.622581911368,33877.30486654911,29.0,13.414000000000001,15.51724138,72.19998000000001,76.52552306,50.748000000000005,77.102,97.01853,96.69582,74.72540548,99.22442,105.2916,81.99226,45.12539,3.62044,92.18836,4.53477,123.09100000000001,10.73678855,3.00354,25832.0,81.2017,78.7267,12.514057947949164,15.357999999999999,18.8,11.6556,97.2,96.3,414.9795142,440.2075366,437.6180737,21.789,100.0,93.0,89.0
19830,Malaysia,0.253,458.0,5057.0,505703.0,50570304.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,8.0,5.0,4.0,2.0,2.0,1.0,3.0,4.0,2.0,196.0,360.0,3.0,20.0,1.0,2.0,1.0,3.0,2.0,302.3786,342.23662,1.0640148678778485,3.1132831843969417,-0.5170824334824295,0.5805772896749634,3.177891014838893,-1.6841290722857445,-0.0755506083474038,2.406275818942267,2.68990465427012,-1.7824783066580177,2.2674607541779594,0.0483682771119306,-0.7074457487075836,0.8267902317577966,no,yes,0.81,76.16,13.67864,10.37283,27534.09856,63.0,0.9717958908380916,2.0,0.7974923874389309,0.8206377439517278,78.317,74.234,14.03851,13.33979,10.27343,10.47029,20824.622581911368,33877.30486654911,29.0,13.414,15.51724138,72.19998000000002,76.52552306,50.74800000000001,77.102,97.01853,96.69582,74.72540548,99.22442,105.2916,81.99226,45.12539,3.62044,92.18836,4.53477,123.091,10.73678855,3.00354,25832.0,81.2017,78.7267,12.514057947949164,15.358,18.8,11.6556,97.2,96.3,414.9795142,440.2075366,437.61807369999997,21.789,100.0,93.0,89.0
30696,Singapore,0.065,702.0,5026.0,502605.0,50260516.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,8.0,7.0,5.0,5.0,2.0,3.0,1.0,1.0,1.0,186.0,360.0,3.0,475.0,1.0,1.0,1.0,2.0,1.0,652.18057,640.00101,0.1272117274436689,-1.3512557923310988,0.1683950598240512,0.6596210699953798,-0.8678619257921409,0.0449292181340169,-1.1552588042634615,0.0303049082705447,-4.261632585875486,-2.297424519477267,-1.618725196699487,-1.3376736530619582,-1.787363543757316,-2.879560258251108,yes,yes,0.938,83.62,16.44088,11.62461,88155.21431,12.0,0.98523725750483,1.0,0.9308035314585692,0.9447506419071916,85.728,81.52600000000002,16.65767,16.28347,11.17682,12.1125,71387.27614451066,103421.3856924149,8.0,3.53,23.0,78.09105,85.05447,61.97,78.298,99.94237,99.91742,81.42356,No Information,100.62695,107.5746,84.79290999999999,0.85961,98.98744,2.85435,319.1484,37.13866028,10.5088,14673.0,88.1656,87.5644,12.22312632124014,22.936,24.9,14.69428,No Information,No Information,549.4647078,569.0077799,550.9369001,9.666,100.0,100.0,100.0
29191,Saudi Arabia,0.252,682.0,5099.0,509902.0,50990206.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,4.0,4.0,6.0,3.0,3.0,3.0,2.0,1.0,3.0,180.0,315.0,3.0,40.0,1.0,1.0,1.0,2.0,3.0,484.77144,586.1754099999998,-1.800380582747021,-1.4321594815580967,-1.3243064076487585,-0.3196814488681241,0.5317715364562404,1.7818337488066227,-2.132784486687185,-1.427503822528384,7.121060601622891,-2.297424519477267,-2.608565640617784,-1.443273728249883,-1.2541961807934838,-0.642931416392467,yes,yes,0.8540000000000001,75.13,16.13575,10.22517,47495.42697,40.0,0.8960899029569535,5.0,0.791461274258187,0.8832386925089674,76.759,73.935,16.01491,16.23254,9.75244,10.522,16511.711975393882,70180.9119858063,17.0,7.324,19.86754967,64.78652,72.38120855,22.115,78.372,99.28044,99.32152,68.84821,21.23175,99.7699,110.08628,68.03989,30.43672,80.94371,No Information,62.16307,38.29268068,-0.35493,15334.0,93.31,91.4001,13.476336401796596,26.117,22.4,13.81495,100.0,100.0,399.1516582,373.23880560000003,386.24614489999993,3.016,100.0,No Information,78.0
43041,"Canada, Ontario",0.08,9132.0,5254.0,525405.0,52540502.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,7.0,3.0,6.0,5.0,3.0,4.0,2.0,3.0,2.0,194.0,300.0,3.0,140.0,2.0,2.0,1.0,3.0,3.0,655.00393,644.9805299999998,-2.1396018994100188,-1.5965148848786472,-1.6477987431397685,-2.7531361487355084,-3.050061339669351,-2.4475198426524627,-2.132784486687185,-1.745202009601044,2.247033976407002,0.7062573887235347,4.5290904952212365,2.8619668076833835,2.419691362949461,1.5936974254661742,yes,yes,0.929,82.43,16.15789,13.36610479,48527.03573,14.0,0.9855929026542676,1.0,0.9215525045584152,0.935023478838588,84.391,80.447,16.66986,15.66355,13.41614,13.31281,39459.204895532974,57733.57500352735,10.0,8.387,33.18284424,100.0,100.0,60.83600000000001,69.422,No Information,No Information,100.0,No Information,100.94368,113.76286,68.92251,No Information,No Information,No Information,64.97671,21.27889391,9.87913,21134.0,91.0,No Information,14.273897077836873,26.102,25.2,No Information,No Information,No Information,520.0855209,512.0169429,517.9976609,10.691,100.0,99.0,82.0
7332,Chile,0.247,152.0,5117.0,511701.0,51170112.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,8.0,2.0,5.0,3.0,2.0,2.0,4.0,2.0,200.0,405.0,3.0,50.0,1.0,1.0,1.0,2.0,2.5,270.57873,247.17236,1.593888828709885,2.2641620080600244,-0.1886931233303035,-1.4535152946346934,0.6230511480239238,1.283288400261505,-1.1155491681831708,2.2170612644685743,-1.5080856994313412,2.3455358917984865,-0.9230797848753928,2.1290204006482383,2.952858725913293,1.5936974254661742,yes,yes,0.851,80.18,16.44755,10.58295,23261.29726,43.0,0.9627589312244506,2.0,0.8325276348416307,0.8647311469578477,82.44200000000002,77.771,16.67013,16.23049,10.47589,10.7104,16397.96495008529,30321.88498434585,13.0,41.052,22.72727273,77.77333,81.11983000000002,51.798,73.975,99.01156,99.00582,79.64660737,81.76366999999999,101.43016,101.83142,88.46441999999999,0.45466,99.25933,5.40274,56.76179000000001,4.959846535,-0.90993,5723.0,82.3275,80.7228,13.63863310222192,25.912,20.6,17.79358,No Information,No Information,452.2725542,417.4065563,443.5825634,22.694000000000006,100.0,99.0,77.0
16486,Jordan,0.45,400.0,5048.0,504803.0,50480325.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,195.0,315.0,3.0,40.0,1.0,2.0,1.0,2.0,3.0,468.36997,460.05839,-1.2966040575627744,0.0313427568735762,0.7876628948573003,0.5327703267152762,1.059132224531265,0.5177000624848613,0.0198112909826333,-0.3396211794070849,-0.0120193924522518,2.3455358917984865,5.073911130195909,2.8619668076833835,2.419691362949461,3.762130231137693,no,yes,0.7290000000000001,74.53,11.3787006,10.517999999999999,9858.487276,103.0,0.8748292952354352,5.0,0.6635184666549147,0.7584547868579866,76.306,72.839,11.63216428,11.12515586,10.31,10.725999999999999,3323.645828667253,16233.916224885066,46.0,25.877,15.38461538,82.15009517,86.05994058,14.386,63.742,99.49391,99.19612,84.15676617,27.13668,81.4589,63.116530000000004,34.41532,4.10297,86.4684,3.58851,87.61716,33.13011659,5.19964,4150.0,66.7903,No Information,13.115081705224009,23.237,14.7,18.53699,12.7,73.6,419.0636608,399.7619093,429.2520738,9.202,98.89148,94.0,81.0
