,Country,Gender Inequality Index,IDCNTRY,IDSCHOOL,IDCLASS,IDSTUD,sex of student,how often student speak the language of the test at home,amount of books at home,computer or tablet at home,study desk at home,own room at home,internet connection at home,how often student is tired,how often student is hungry,how often student works on his/her own in math,how often conduct experiments in science,economic disadvantage,immediate area of school location,instructional days per year,total instructional time minutes,instructional days in 1 calender week,total number computers,existing science laboratory,books with different titles,access to digital learning resources,math,science,math_interest,math_perception,math_teacher,science_interest,science_perception,science_teacher,belong,bully,shortage,primary_compedency,school_problem,teacher_support,parents_support,student_motivation,grade_4,grade_8,Human Development Index (HDI),Life expectancy at birth,Expected years of schooling,Mean years of schooling,Gross national income (GNI) per capita,HDI rank,Gender Development Index,GDI Group,HDI Female,HDI Male,Life expectancy at birth Female,Life expectancy at birth Male,Expected years of schooling Female,Expected years of schooling Male,Mean years of schooling Female,Mean years of schooling Male,Estimated  gross national income per capita,GNI Male,Maternal mortality ratio,Adolescent birth rate,Share of seats in parliament held by women,Share at least some secondary education Female,Share at least some secondary education Male,Labour force participation rate Female,Labour force participation rate Male,Youth literacy rate Female,Youth literacy rate Male,Population with at least some secondary education,Pre-primary,Primary,Secondary,Tertiary,Primary school dropout rate,Lower secondary retention,Government expenditure on education,Exports and imports,Stock of immigrants,International student mobility,International inbound tourists,Share of internet users,Share of female internet users,Lost health expectancy,"Physicians per 10,000 people","Hospital beds per 10,000 people","Pupil–teacher ratio, primary school",Primary schools with access to the Internet,Secondary schools with access to the Internet,PISA Reading,PISA Math,PISA Science,Share of vulnerable employment,Share of rural population with access to electricity,Share of population with safe drinking water,Share of population with sanitation services
45496,Sweden,0.039,752.0,5170.0,517002.0,51700208.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,178.0,258.0,3.0,24.0,2.0,2.0,1.0,524.0048099999998,526.13507,3.2958471106103464,0.962742844326808,-1.3057409443139285,-0.9067106041071932,-1.5058023342499065,-1.3359162028927056,1.8984347797227856,2.6082049126925395,1.3941624638394257,-3.884698338087424,-1.8387983887880537,1.453843782758239,-2.959210149349526,-2.3067112859367107,yes,yes,0.945,82.8,19.48234,12.54847,54507.80504,7.0,0.9826442554677156,1.0,0.9364274045697064,0.9529668538325592,84.56,81.029,20.41199,18.58575,12.69396,12.39988,47708.533866443126,61287.04881956126,4.0,5.0760000000000005,47.27793696,89.28605,89.54352356,61.38399999999999,67.766,No Information,No Information,89.30195,96.32934,126.57538,152.86068,66.98824,0.44376000000000004,99.35619,7.66993,90.4859,19.97941688,2.8544400000000003,7440.0,92.1417,93.6805,13.812523669883392,39.84,21.4,12.23325,No Information,No Information,505.7852205,502.3877022,499.44469010000006,6.063,100.0,100.0,93.0
4832,Canada,0.08,124.0,5360.0,536001.0,53600117.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,1.0,189.0,330.0,3.0,25.0,1.0,2.0,1.0,353.60484,437.73631,-1.5467464501489765,3.5389107336989056,1.2368924386491589,-0.5902238319889257,-0.6585651948254786,0.7929249435136233,-1.4699936601422654,0.6020375786763347,-1.3337317734232346,-0.8795111383374796,1.3970899271272172,-1.5120816758936602,-1.2230738665078904,0.8776885157958154,yes,no,0.929,82.43,16.15789,13.36610479,48527.03573,14.0,0.9855929026542676,1.0,0.9215525045584152,0.935023478838588,84.391,80.447,16.66986,15.66355,13.41614,13.31281,39459.204895532974,57733.57500352735,10.0,8.387,33.18284424,100.0,100.0,60.83600000000001,69.422,No Information,No Information,100.0,No Information,100.94368,113.76286,68.92251,No Information,No Information,No Information,64.97671,21.27889391,9.87913,21134.0,91.0,No Information,14.273897077836873,26.101999999999997,25.2,No Information,No Information,No Information,520.0855209,512.0169429,517.9976609,10.691,100.0,99.0,82.0
6041,Canada,0.08,124.0,5487.0,548701.0,54870108.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,5.0,190.0,300.0,3.0,60.0,2.0,2.0,2.0,395.55457,396.23262,-2.3835660993161785,2.0226679842099093,-1.3057409443139285,-1.3108437615849422,2.45407704607384,-1.3359162028927056,-1.4699936601422654,-1.7402330024730128,-1.726503661352346,-1.117555428682605,-0.3439870948052113,-0.6623790894760591,-0.10682583894096,-0.6717767916423836,yes,no,0.929,82.43,16.15789,13.36610479,48527.03573,14.0,0.9855929026542676,1.0,0.9215525045584152,0.935023478838588,84.391,80.447,16.66986,15.66355,13.41614,13.31281,39459.204895532974,57733.57500352735,10.0,8.387,33.18284424,100.0,100.0,60.83600000000001,69.422,No Information,No Information,100.0,No Information,100.94368,113.76286,68.92251,No Information,No Information,No Information,64.97671,21.27889391,9.87913,21134.0,91.0,No Information,14.273897077836873,26.101999999999997,25.2,No Information,No Information,No Information,520.0855209,512.0169429,517.9976609,10.691,100.0,99.0,82.0
30808,Pakistan,0.5379999999999999,586.0,5060.0,506002.0,50600258.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,4.0,1.0,190.0,330.0,1.0,8.0,2.0,1.0,2.0,380.40444,478.07504000000006,1.1752209844952697,1.8598862296471743,-1.3057409443139285,1.8835332135683325,2.0843224971309127,-1.3359162028927056,-1.4699936601422654,-1.7402330024730128,-0.8290365831756735,0.1230578204622133,2.5587974333890084,0.808838171112092,2.7941184093387306,0.963157702651944,yes,no,0.557,67.27,8.27594,5.158944258,5005.034893,154.0,0.744749566275391,5.0,0.4559549371486275,0.6122258512065062,68.28699999999999,66.337,7.57943,8.92168,3.83113,6.25061,1392.5472468310693,8412.345480506128,140.0,38.802,20.0,27.56918,45.65944,21.919,81.743,67.53713,81.26352,37.31900721,83.14242,94.3282,42.67466,8.95842,29.59081,89.64781,2.89952,30.43821,1.50438585,No Information,966.0,15.51,9.49437,13.146492525413112,9.801,6.3,44.0773,No Information,No Information,No Information,No Information,No Information,55.483,54.39318000000001,35.0,No Information
7408,Canada,0.08,124.0,5618.0,561801.0,56180106.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,4.0,2.0,4.0,186.0,305.0,3.0,62.0,2.0,2.0,2.0,538.88679,527.51647,-1.6666647014026883,-0.8103649513455543,-1.3057409443139285,-1.649787275488552,-0.8760314430728469,-1.3359162028927056,-1.4699936601422654,-1.2199729997413908,-1.7553211370820312,-2.6388960417375578,-2.2570569778172302,0.0181006465050284,-0.6369668504368164,0.1613109819493966,yes,no,0.929,82.43,16.15789,13.36610479,48527.03573,14.0,0.9855929026542676,1.0,0.9215525045584152,0.935023478838588,84.391,80.447,16.66986,15.66355,13.41614,13.31281,39459.204895532974,57733.57500352735,10.0,8.387,33.18284424,100.0,100.0,60.83600000000001,69.422,No Information,No Information,100.0,No Information,100.94368,113.76286,68.92251,No Information,No Information,No Information,64.97671,21.27889391,9.87913,21134.0,91.0,No Information,14.273897077836873,26.101999999999997,25.2,No Information,No Information,No Information,520.0855209,512.0169429,517.9976609,10.691,100.0,99.0,82.0
3067,Canada,0.08,124.0,5447.0,544704.0,54470415.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,180.0,295.0,3.0,33.0,2.0,2.0,1.0,371.08545,355.34448,6.746314048948637,6.268030257023486,8.28607793976097,5.9749839658800585,1.2759198816450674,5.457445145025586,6.807867643325747,-1.7402330024730128,-0.7775341065543744,4.25507755647254,1.718277691224817,1.5482829689037174,-0.0376722481159733,0.07584179509326801,yes,no,0.929,82.43,16.15789,13.36610479,48527.03573,14.0,0.9855929026542676,1.0,0.9215525045584152,0.935023478838588,84.391,80.447,16.66986,15.66355,13.41614,13.31281,39459.204895532974,57733.57500352735,10.0,8.387,33.18284424,100.0,100.0,60.83600000000001,69.422,No Information,No Information,100.0,No Information,100.94368,113.76286,68.92251,No Information,No Information,No Information,64.97671,21.27889391,9.87913,21134.0,91.0,No Information,14.273897077836873,26.101999999999997,25.2,No Information,No Information,No Information,520.0855209,512.0169429,517.9976609,10.691,100.0,99.0,82.0
15162,Finland,0.047,246.0,5164.0,516402.0,51640212.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,3.0,1.0,4.0,190.0,490.0,3.0,50.0,2.0,1.0,1.0,533.52777,565.58561,3.3679267226213896,-1.2547497919506374,0.6908829678157996,6.52515142031138,2.8522616490427746,0.9495086233069412,0.6805872990075849,-1.1764279401798128,-1.3080744124907964,-2.6245325068039738,-1.8387983887880537,-2.098122225729269,-0.6929328550120336,-0.6717767916423836,yes,yes,0.938,81.91,19.39712,12.82413,48511.3978,11.0,0.9899190976379478,1.0,0.9324888493432364,0.9419849072194424,84.71799999999998,79.09100000000002,20.20295,18.62983,12.99106,12.64766,40758.7551517039,56485.02918287682,3.0,5.813,47.0,100.0,100.0,55.542,62.773,No Information,No Information,100.0,83.58174,100.15464,153.96358,88.19783000000002,0.19134,99.85605,6.89735,79.46667,6.925256627,4.48993,3224.0,88.89,87.6452,14.081805662474068,38.118,36.1,13.666879999999999,100.0,100.0,520.0787482,507.3013618,521.884563,9.585,100.0,100.0,99.0
43715,Spain,0.07,724.0,5231.0,523103.0,52310302.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,175.0,270.0,3.0,50.0,2.0,2.0,1.0,571.9273099999998,602.6367700000002,1.364559985405466,-1.1481449333719769,-0.9492663808927572,-0.3759911524856406,-0.3008440554305277,-1.3359162028927056,-1.4699936601422654,-1.1163117561214824,-1.7829247117657068,-0.1182916328955167,-1.4550173526667196,1.3869694197074522,1.043203427829602,0.963157702651944,yes,no,0.904,83.57,17.61613,10.25178,40974.52408,25.0,0.9858652738011706,1.0,0.8963267156345992,0.9091776933968466,86.24799999999998,80.82600000000002,18.01731,17.22631,10.16173,10.34807,32880.97702057912,49355.52706476316,4.0,7.725,41.85667752,75.37,80.23754,51.853,63.429,99.7439,99.6885,77.72236,92.45296,102.71029,126.0045,88.85301,0.12663,92.69784,4.20911,66.91707,13.06081318,1.1723299999999999,82773.0,86.1072,85.6031,13.829921209806066,38.723,29.7,13.13172,100.0,100.0,No Information,481.3926126,483.2520427,10.982,100.0,98.0,97.0
46414,Turkey,0.306,792.0,5117.0,511705.0,51170522.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,180.0,560.0,1.0,30.0,1.0,2.0,1.0,477.3130900000001,495.73867,-0.5825666217969611,1.5837534298090228,-0.0161801979193009,0.0053791626764836,2.065915687482659,0.1473262807286224,0.6566958360277751,-0.9639665108188318,-2.9347403541151804,4.758211645235168,0.07427149422396499,1.3869694197074522,1.6778703817718,0.963157702651944,yes,yes,0.82,77.69,16.60266555,8.106819999999999,27700.89481,54.0,0.9239286215250176,4.0,0.7835054024993082,0.8480150784874163,80.563,74.72399999999999,16.01757436,17.06999044,7.27688,8.95451,17853.9719729508,37806.629200268835,17.0,26.559,17.44966443,50.15919,72.23768638,34.013000000000005,72.586,99.58643,99.90791,60.34626,32.73927,93.15498000000001,105.99226999999999,No Information,0.0848,94.64766,No Information,61.3945,7.044056238,0.8592700000000001,45768.0,71.0428,63.9338,13.498456691325645,18.492,28.5,16.97782,No Information,No Information,465.6316657,453.5077774,468.299618,27.043000000000003,100.0,No Information,65.0
44235,Spain,0.07,724.0,5348.0,534801.0,53480115.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,3.0,2.0,1.0,176.0,270.0,3.0,15.0,2.0,1.0,1.0,608.40828,580.25743,-2.3835660993161785,-2.7110395522918727,-0.2363172540504151,2.415022983225544,5.707526226302288,0.3089615783184942,-0.9638693062731012,-1.0896990495443812,2.754875087455007,-0.6347081172976988,1.3851552453721756,2.1697976430742667,2.7587460577173752,0.1613109819493966,yes,no,0.904,83.57,17.61613,10.25178,40974.52408,25.0,0.9858652738011706,1.0,0.8963267156345992,0.9091776933968466,86.24799999999998,80.82600000000002,18.01731,17.22631,10.16173,10.34807,32880.97702057912,49355.52706476316,4.0,7.725,41.85667752,75.37,80.23754,51.853,63.429,99.7439,99.6885,77.72236,92.45296,102.71029,126.0045,88.85301,0.12663,92.69784,4.20911,66.91707,13.06081318,1.1723299999999999,82773.0,86.1072,85.6031,13.829921209806066,38.723,29.7,13.13172,100.0,100.0,No Information,481.3926126,483.2520427,10.982,100.0,98.0,97.0
58566,United States,0.204,840.0,5162.0,516202.0,51620206.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,178.0,320.0,3.0,100.0,2.0,2.0,1.0,585.32978,611.4936700000002,1.6385926904070178,-0.4331060184556576,-1.3057409443139285,-0.1553583336353747,-0.9545765072939992,-1.3359162028927056,-0.9638693062731012,-0.4382084914962081,-2.4148290731046806,-3.1366952858131683,-1.549237907494326,-2.880950449096084,-3.4893511608453824,-3.0543298726723624,yes,yes,0.9259999999999999,78.86,16.310389999999998,13.41344,63825.657479999994,17.0,0.993544801844942,1.0,0.9217149522350424,0.92770346191081,81.405,76.34100000000001,16.92108,15.71635,13.46054,13.362570000000002,50590.34292927701,77338.34193711884,19.0,19.86,23.72881356,96.07597,95.97922,56.126000000000005,68.186,No Information,No Information,96.02937,72.93408000000001,101.82144,98.95234,88.16739,No Information,No Information,4.96174,26.38873,15.39548775,4.72445,79745.92,87.2661,74.8821,17.105908282209004,26.12,28.7,14.198570000000002,No Information,No Information,505.3527705,478.24471739999996,502.3800319,3.8369999999999997,100.0,99.0,90.0
59032,United States,0.204,840.0,5233.0,523301.0,52330103.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,3.0,3.0,2.0,175.0,430.0,3.0,115.0,2.0,2.0,1.0,651.5806,612.91357,-2.3835660993161785,-2.430179728423384,-0.7015389024780214,0.0749506479214967,-0.1468818218343388,-0.784284797185856,-0.3217355633706014,2.9458504204661407,-1.0950637522428588,-2.643505992132707,-0.2690404521657493,-0.6623790894760591,0.4924687633798831,0.1300699290601639,yes,yes,0.9259999999999999,78.86,16.310389999999998,13.41344,63825.657479999994,17.0,0.993544801844942,1.0,0.9217149522350424,0.92770346191081,81.405,76.34100000000001,16.92108,15.71635,13.46054,13.362570000000002,50590.34292927701,77338.34193711884,19.0,19.86,23.72881356,96.07597,95.97922,56.126000000000005,68.186,No Information,No Information,96.02937,72.93408000000001,101.82144,98.95234,88.16739,No Information,No Information,4.96174,26.38873,15.39548775,4.72445,79745.92,87.2661,74.8821,17.105908282209004,26.12,28.7,14.198570000000002,No Information,No Information,505.3527705,478.24471739999996,502.3800319,3.8369999999999997,100.0,99.0,90.0
19663,Hungary,0.233,348.0,5117.0,511703.0,51170321.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,4.0,1.0,3.0,181.0,315.0,3.0,45.0,2.0,2.0,1.0,564.9587700000002,560.42745,-2.033169654054984,-2.3853330537399287,-1.3057409443139285,-1.33927298088498,-2.2148863152751384,-1.3359162028927056,-0.9638693062731012,-1.7402330024730128,-1.945029474423465,4.7658429867998136,0.3517857569556502,1.3869694197074522,1.043203427829602,1.7107762893875955,yes,yes,0.8540000000000001,76.88,15.20418,11.96329,31328.80599,42.0,0.9807894581244346,1.0,0.8442751144582097,0.8608117751109585,80.289,73.244,15.52508,14.89364,11.74955,12.21046,23170.16524818772,40316.33240913051,12.0,23.979,12.56281407,96.40590548,98.44703744,48.469,65.503,99.0,98.69,97.37776958,82.28416,100.80547,103.48996,48.50038,2.6253,96.63826,4.71078,162.9805,5.287144778,5.69755,17552.0,76.0744,74.8465,12.817980570155928,34.075,70.1,10.76744,100.0,98.7,475.9866722,481.0826364,480.91169389999993,6.024,100.0,90.0,96.0
48730,United Arab Emirates,0.079,784.0,5669.0,566902.0,56690204.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,4.0,4.0,3.0,183.0,360.0,2.0,30.0,1.0,1.0,1.0,485.88323,544.66648,-1.2838003201707155,-0.0285509008911806,-0.3726547613404719,-1.649787275488552,-0.3192357627431747,-0.0476717733298661,-0.9408027474397912,-1.7402330024730128,1.474400812826873,1.9853587418849992,-0.1920665289726866,-0.6702883907163081,1.043203427829602,-0.6717767916423836,yes,yes,0.89,77.97,14.3441,12.11122,67462.0953,30.0,0.9306258727041724,3.0,0.8424034774782221,0.9052010073934464,79.314,77.291,14.81044081,14.11443511,11.6769,12.42786,28577.657802941496,84722.52253829598,3.0,6.546,50.0,76.02257,81.02851,52.39100000000001,93.389,99.11,99.64,78.91768,77.97610999999998,108.39706,104.94793,No Information,8.040989999999999,96.76002,No Information,160.9361,87.88936607,27.741740000000004,21286.0,98.45,98.8,12.883067300255648,25.278,13.8,24.52278,100.0,100.0,431.78176950000005,434.9472518999999,433.6368028,0.932,100.0,No Information,96.0
22652,Kuwait,0.242,414.0,5009.0,500903.0,50090342.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,4.0,4.0,1.0,2.0,2.0,1.0,200.0,360.0,3.0,25.0,1.0,2.0,1.0,271.1842,300.78803,-2.3835660993161785,-0.9154243266271136,-1.3057409443139285,-2.0440221580097737,-2.2148863152751384,-1.3359162028927056,-0.8942799223295635,-1.7402330024730128,1.44654588602003,-3.884698338087424,3.1752349617481155,0.0181006465050284,2.2286050462215186,0.8776885157958154,yes,yes,0.8059999999999999,75.49,14.245820000000002,7.275667996,58590.08219,62.0,0.9832069529957372,1.0,0.7930800996271221,0.8066258046799641,76.58,74.76,15.24291,13.248729999999998,7.9741,6.83248,31697.753687751327,75839.6455778024,12.0,8.193999999999999,4.615384615,56.56559,49.08439,49.683,87.512,99.50355,98.77679,51.52655,62.45247,92.36027,97.82772,54.36414,7.23455,94.11783,No Information,100.4876,72.13656113,No Information,8508.0,99.6,99.7875,13.771539274375966,26.463,20.4,8.88073,No Information,No Information,No Information,No Information,No Information,1.083,100.0,100.0,100.0
26315,Lithuania,0.124,440.0,5187.0,518701.0,51870118.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,175.0,225.0,3.0,24.0,1.0,2.0,1.0,542.68831,574.07124,4.543162948213879,2.9725002827461178,2.467369823814413,-1.649787275488552,-1.9086357809833896,-0.3336841884593441,1.8184843537162128,0.7001711390771723,1.2978712569623092,1.407956116851698,-1.036758763637543,0.0181006465050284,-0.6929328550120336,0.1613109819493966,yes,yes,0.882,75.93,16.63731,13.07721,35798.67041,35.0,1.0299156308783952,2.0,0.8941914162315672,0.868218123332033,81.37100000000002,70.294,17.07771,16.21226,13.10024,13.048,30987.276419135385,41389.08703570246,8.0,10.854,21.27659574,94.29903,97.43829842,56.538,67.74,99.86662,99.84547,95.88641947,88.18839,103.87475,108.40176,72.41745999999998,1.5566,90.75076999999999,4.00847,150.5807,4.247603028,-3.64603,2825.0,79.7226,79.8985,12.688551504697287,63.528,64.3,13.517029999999998,No Information,No Information,475.8734797,481.1911884,482.0670127,9.152,100.0,92.0,91.0
4146,Canada,0.08,124.0,5281.0,528102.0,52810219.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,2.0,1.0,4.0,190.0,300.0,3.0,32.0,2.0,2.0,1.0,548.9005400000002,552.55536,-1.312504000130806,-1.6981072738317953,-1.3057409443139285,-2.0440221580097737,-1.4776209868274504,-1.3359162028927056,-1.4699936601422654,-1.7402330024730128,0.9685378346225372,-2.643505992132707,-0.7597244569373445,0.0181006465050284,0.4924687633798831,-0.6717767916423836,yes,no,0.929,82.43,16.15789,13.36610479,48527.03573,14.0,0.9855929026542676,1.0,0.9215525045584152,0.935023478838588,84.391,80.447,16.66986,15.66355,13.41614,13.31281,39459.204895532974,57733.57500352735,10.0,8.387,33.18284424,100.0,100.0,60.83600000000001,69.422,No Information,No Information,100.0,No Information,100.94368,113.76286,68.92251,No Information,No Information,No Information,64.97671,21.27889391,9.87913,21134.0,91.0,No Information,14.273897077836873,26.101999999999997,25.2,No Information,No Information,No Information,520.0855209,512.0169429,517.9976609,10.691,100.0,99.0,82.0
29823,Oman,0.306,512.0,5077.0,507704.0,50770408.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,175.0,320.0,3.0,17.0,2.0,1.0,1.0,436.14244,534.35118,-1.253402670643569,-2.015785858518226,-0.9492663808927572,-1.5552365603932192,-2.2148863152751384,-0.9792828512443452,-1.4699936601422654,-0.3134325578902005,5.786745726905602,-1.8851317527921163,-0.5460747588659477,-1.5120816758936602,-0.6929328550120336,-1.4193953783780353,yes,yes,0.813,77.86,14.18214,9.731845912,25944.072180000006,56.0,0.935625602687776,3.0,0.7682962791017042,0.8211578187841545,80.343,76.127,14.97261,13.70651,10.6469,9.3706,7959.235462523995,35201.07908152768,19.0,13.056,9.88372093,73.4094,63.65985,30.986,89.895,98.97943,98.35663,66.63262711,52.21419,103.39206,106.66599,38.03621,1.8595,98.35268,4.97011,100.6861,45.95442078,-9.31164,2301.0,80.1856,74.028,12.442214034162092,20.031,14.7,9.67394,100.0,100.0,No Information,No Information,No Information,2.633,100.0,90.0,No Information
32260,Portugal,0.075,620.0,5030.0,503006.0,50300621.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,167.0,300.0,3.0,24.0,2.0,2.0,2.0,524.4522599999998,486.15413,-1.8110197325038824,-2.4230357621080474,-1.3057409443139285,-2.0440221580097737,-1.509329293295371,-1.3359162028927056,-1.4699936601422654,0.4307249220432667,1.3662068650292165,1.6731754811004098,2.903793560773036,1.453843782758239,1.6572767288179373,1.7107762893875955,yes,yes,0.8640000000000001,82.05,16.53579,9.26347,33966.827560000005,38.0,0.9883174104291926,1.0,0.8582876104996814,0.8684331586620094,84.853,79.032,16.47511,16.59802,9.36642,9.14325,28937.201157333253,39571.33834895912,8.0,8.38,38.69565217,53.86539000000001,54.81408,54.195,64.082,99.70156,99.62657,54.30303000000001,93.88086,106.18313,119.91318999999999,63.93581,No Information,No Information,4.88294,87.64121,8.685172685,2.35039,16186.0,74.661,73.0328,14.082686423083048,51.24,34.5,12.35346,100.0,100.0,491.8007851,492.4874062,491.6773285,11.848,100.0,95.0,85.0
44041,Spain,0.07,724.0,5316.0,531603.0,53160328.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,3.0,2.0,2.0,175.0,270.0,3.0,50.0,2.0,1.0,1.0,669.79155,609.96599,-0.3094987666230727,-1.8311363409428565,1.0473575312369707,3.2269100720226254,1.2198004327773158,0.9495086233069412,1.2197040570702022,1.3365525100159312,-0.4959357544400207,-3.6240478852408144,-1.4753767040367949,0.7064896837263648,-0.6237792641870469,0.963157702651944,yes,no,0.904,83.57,17.61613,10.25178,40974.52408,25.0,0.9858652738011706,1.0,0.8963267156345992,0.9091776933968466,86.24799999999998,80.82600000000002,18.01731,17.22631,10.16173,10.34807,32880.97702057912,49355.52706476316,4.0,7.725,41.85667752,75.37,80.23754,51.853,63.429,99.7439,99.6885,77.72236,92.45296,102.71029,126.0045,88.85301,0.12663,92.69784,4.20911,66.91707,13.06081318,1.1723299999999999,82773.0,86.1072,85.6031,13.829921209806066,38.723,29.7,13.13172,100.0,100.0,No Information,481.3926126,483.2520427,10.982,100.0,98.0,97.0
3236,Canada,0.08,124.0,5492.0,549201.0,54920116.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,4.0,2.0,2.0,1.0,5.0,197.0,300.0,3.0,10.0,2.0,1.0,2.0,410.23956,485.26473,-0.5118671865291686,2.7802377564089067,-0.7291293247616428,-1.1115828954976008,-1.4162733398991012,-1.3359162028927056,-0.9638693062731012,-0.6071248612956104,3.3523589559031213,-0.6087251442689382,-0.5460747588659477,-2.880950449096084,-3.4893511608453824,-2.3067112859367107,yes,no,0.929,82.43,16.15789,13.36610479,48527.03573,14.0,0.9855929026542676,1.0,0.9215525045584152,0.935023478838588,84.391,80.447,16.66986,15.66355,13.41614,13.31281,39459.204895532974,57733.57500352735,10.0,8.387,33.18284424,100.0,100.0,60.83600000000001,69.422,No Information,No Information,100.0,No Information,100.94368,113.76286,68.92251,No Information,No Information,No Information,64.97671,21.27889391,9.87913,21134.0,91.0,No Information,14.273897077836873,26.101999999999997,25.2,No Information,No Information,No Information,520.0855209,512.0169429,517.9976609,10.691,100.0,99.0,82.0
44014,Spain,0.07,724.0,5311.0,531101.0,53110102.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0,4.0,1.0,3.0,175.0,270.0,3.0,105.0,1.0,2.0,1.0,490.59211,497.99348,1.7306981208673495,2.348858464180449,-0.9492663808927572,2.7973007191582098,3.2708890686376444,-0.9792828512443452,-0.4247525482104832,-0.3871087052071013,-3.2021906813054146,-2.1294197556881893,-1.4825909287508217,2.1697976430742667,1.043203427829602,-0.6717767916423836,yes,no,0.904,83.57,17.61613,10.25178,40974.52408,25.0,0.9858652738011706,1.0,0.8963267156345992,0.9091776933968466,86.24799999999998,80.82600000000002,18.01731,17.22631,10.16173,10.34807,32880.97702057912,49355.52706476316,4.0,7.725,41.85667752,75.37,80.23754,51.853,63.429,99.7439,99.6885,77.72236,92.45296,102.71029,126.0045,88.85301,0.12663,92.69784,4.20911,66.91707,13.06081318,1.1723299999999999,82773.0,86.1072,85.6031,13.829921209806066,38.723,29.7,13.13172,100.0,100.0,No Information,481.3926126,483.2520427,10.982,100.0,98.0,97.0
17786,Georgia,0.331,268.0,5120.0,512002.0,51200222.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,1.0,2.0,1.0,181.0,390.0,3.0,32.0,2.0,2.0,1.0,476.42118,390.97976,-0.9624743720600232,-0.530705251224561,-0.3450643390568502,-0.9275437968828376,-1.4776209868274504,-0.9792828512443452,0.2440523290819571,-0.3139686079993983,-1.843643743450544,-3.884698338087424,-2.2570569778172302,0.0181006465050284,1.02260977487574,-1.4193953783780353,yes,yes,0.812,73.77,15.27506,13.13296,14428.79984,63.0,0.9795443902116028,1.0,0.8000559453284734,0.816763337448795,78.14,69.34899999999999,15.53048,15.04899,13.16372,13.09626,9475.46215876198,19863.70014129176,25.0,46.408,14.76510067,97.22793,98.55128227,57.423,80.84100000000002,99.49365,99.76825,97.95188,No Information,98.63084,105.97872,63.9155,1.04408,98.39146,3.84974,116.8685,1.977474282,-2.31819,4757.0,63.9686,62.583,12.143258429300586,71.20100000000001,28.9,8.98194,100.0,100.0,379.75254060000003,397.58635530000004,382.6636063,49.084,100.0,80.0,27.0
55729,United Arab Emirates,0.079,784.0,5643.0,564304.0,56430420.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,184.0,330.0,3.0,61.0,1.0,2.0,1.0,531.65292,559.44717,-1.6748653683629675,1.4516001892433417,0.0415500076170503,1.0597282551379088,2.082846647398736,0.2412935378067738,-0.3316614087307444,-0.1256772839154919,-3.2529013743284545,-3.884698338087424,-1.1779830459665213,-1.3507681266973954,-1.7046549401326223,-3.0543298726723624,yes,yes,0.89,77.97,14.3441,12.11122,67462.0953,30.0,0.9306258727041724,3.0,0.8424034774782221,0.9052010073934464,79.314,77.291,14.81044081,14.11443511,11.6769,12.42786,28577.657802941496,84722.52253829598,3.0,6.546,50.0,76.02257,81.02851,52.39100000000001,93.389,99.11,99.64,78.91768,77.97610999999998,108.39706,104.94793,No Information,8.040989999999999,96.76002,No Information,160.9361,87.88936607,27.741740000000004,21286.0,98.45,98.8,12.883067300255648,25.278,13.8,24.52278,100.0,100.0,431.78176950000005,434.94725189999986,433.6368028,0.932,100.0,No Information,96.0
